#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ITGAM	NCAM1	9606.ENSP00000496959	9606.ENSP00000480132	0	0	0	0	0	0.067	0	0.72	0.727
LMNA	TTN	9606.ENSP00000357283	9606.ENSP00000467141	0	0	0	0	0.046	0.129	0	0.698	0.727
NCAM1	ITGAM	9606.ENSP00000480132	9606.ENSP00000496959	0	0	0	0	0	0.067	0	0.72	0.727
TTN	LMNA	9606.ENSP00000467141	9606.ENSP00000357283	0	0	0	0	0.046	0.129	0	0.698	0.727
BCL2	FAS	9606.ENSP00000381185	9606.ENSP00000498466	0	0	0	0	0.068	0	0	0.72	0.728
CCR6	TBX21	9606.ENSP00000343952	9606.ENSP00000177694	0	0	0	0	0.064	0	0	0.721	0.728
CCR7	IL2RB	9606.ENSP00000246657	9606.ENSP00000216223	0	0	0	0	0.352	0	0	0.597	0.728
CD8A	TNFRSF8	9606.ENSP00000386559	9606.ENSP00000263932	0	0	0	0	0	0	0	0.728	0.728
FAS	BCL2	9606.ENSP00000498466	9606.ENSP00000381185	0	0	0	0	0.068	0	0	0.72	0.728
IL17A	PDCD1	9606.ENSP00000497968	9606.ENSP00000335062	0	0	0	0	0.044	0	0	0.727	0.728
IL2RB	CCR7	9606.ENSP00000216223	9606.ENSP00000246657	0	0	0	0	0.352	0	0	0.597	0.728
PDCD1	IL17A	9606.ENSP00000335062	9606.ENSP00000497968	0	0	0	0	0.044	0	0	0.727	0.728
TBX21	CCR6	9606.ENSP00000177694	9606.ENSP00000343952	0	0	0	0	0.064	0	0	0.721	0.728
TNFRSF8	CD8A	9606.ENSP00000263932	9606.ENSP00000386559	0	0	0	0	0	0	0	0.728	0.728
BCL2	FOXP3	9606.ENSP00000381185	9606.ENSP00000365380	0	0	0	0	0.049	0.061	0	0.721	0.729
CCR6	CXCR4	9606.ENSP00000343952	9606.ENSP00000386884	0	0	0	0.821	0.056	0	0.5	0.473	0.729
CCR8	CXCR4	9606.ENSP00000326432	9606.ENSP00000386884	0	0	0	0.826	0.116	0	0.5	0.436	0.729
CD3G	GZMK	9606.ENSP00000431445	9606.ENSP00000231009	0	0	0	0	0.532	0	0	0.446	0.729
CXCR4	CCR8	9606.ENSP00000386884	9606.ENSP00000326432	0	0	0	0.826	0.116	0	0.5	0.436	0.729
CXCR4	CCR6	9606.ENSP00000386884	9606.ENSP00000343952	0	0	0	0.821	0.056	0	0.5	0.473	0.729
FOXP3	BCL2	9606.ENSP00000365380	9606.ENSP00000381185	0	0	0	0	0.049	0.061	0	0.721	0.729
GZMK	CD3G	9606.ENSP00000231009	9606.ENSP00000431445	0	0	0	0	0.532	0	0	0.446	0.729
ACTN1	PXN	9606.ENSP00000377941	9606.ENSP00000267257	0	0	0	0	0.105	0.127	0	0.683	0.73
CD28	FAS	9606.ENSP00000324890	9606.ENSP00000498466	0	0	0	0	0.042	0	0	0.73	0.73
FAS	CD28	9606.ENSP00000498466	9606.ENSP00000324890	0	0	0	0	0.042	0	0	0.73	0.73
GNLY	KLRB1	9606.ENSP00000436423	9606.ENSP00000229402	0	0	0	0	0.431	0	0	0.545	0.73
GZMB	IL17A	9606.ENSP00000216341	9606.ENSP00000497968	0	0	0	0	0.086	0	0	0.717	0.73
IL17A	GZMB	9606.ENSP00000497968	9606.ENSP00000216341	0	0	0	0	0.086	0	0	0.717	0.73
KLRB1	NKG7	9606.ENSP00000229402	9606.ENSP00000221978	0	0	0	0	0.432	0	0	0.545	0.73
KLRB1	GNLY	9606.ENSP00000229402	9606.ENSP00000436423	0	0	0	0	0.431	0	0	0.545	0.73
NKG7	KLRB1	9606.ENSP00000221978	9606.ENSP00000229402	0	0	0	0	0.432	0	0	0.545	0.73
PXN	ACTN1	9606.ENSP00000267257	9606.ENSP00000377941	0	0	0	0	0.105	0.127	0	0.683	0.73
CCR7	ITGB2	9606.ENSP00000246657	9606.ENSP00000380948	0	0	0	0	0.249	0	0	0.657	0.731
CD3E	NKG7	9606.ENSP00000354566	9606.ENSP00000221978	0	0	0	0	0.359	0	0	0.598	0.731
CXCR4	FOXP3	9606.ENSP00000386884	9606.ENSP00000365380	0	0	0	0	0	0	0	0.731	0.731
FOXP1	SATB1	9606.ENSP00000484803	9606.ENSP00000399518	0	0	0	0	0.127	0.292	0	0.6	0.731
FOXP3	CXCR4	9606.ENSP00000365380	9606.ENSP00000386884	0	0	0	0	0	0	0	0.731	0.731
GNLY	IFNG	9606.ENSP00000436423	9606.ENSP00000229135	0	0	0	0	0.295	0	0	0.634	0.731
IFNG	GNLY	9606.ENSP00000229135	9606.ENSP00000436423	0	0	0	0	0.295	0	0	0.634	0.731
ITGB2	CCR7	9606.ENSP00000380948	9606.ENSP00000246657	0	0	0	0	0.249	0	0	0.657	0.731
NKG7	CD3E	9606.ENSP00000221978	9606.ENSP00000354566	0	0	0	0	0.359	0	0	0.598	0.731
SATB1	FOXP1	9606.ENSP00000399518	9606.ENSP00000484803	0	0	0	0	0.127	0.292	0	0.6	0.731
CCR7	NCAM1	9606.ENSP00000246657	9606.ENSP00000480132	0	0	0	0	0	0.091	0	0.718	0.732
CD19	IL17A	9606.ENSP00000313419	9606.ENSP00000497968	0	0	0	0	0	0	0	0.732	0.732
CD69	IL2RB	9606.ENSP00000228434	9606.ENSP00000216223	0	0	0	0	0.2	0	0	0.679	0.732
IL17A	CD19	9606.ENSP00000497968	9606.ENSP00000313419	0	0	0	0	0	0	0	0.732	0.732
IL2RB	CD69	9606.ENSP00000216223	9606.ENSP00000228434	0	0	0	0	0.2	0	0	0.679	0.732
NCAM1	CCR7	9606.ENSP00000480132	9606.ENSP00000246657	0	0	0	0	0	0.091	0	0.718	0.732
BCL2	GIMAP5	9606.ENSP00000381185	9606.ENSP00000351473	0	0	0	0	0.068	0.299	0	0.625	0.733
CD19	CD52	9606.ENSP00000313419	9606.ENSP00000363330	0	0	0	0	0.243	0	0	0.662	0.733
CD52	CD19	9606.ENSP00000363330	9606.ENSP00000313419	0	0	0	0	0.243	0	0	0.662	0.733
CD8A	TNFRSF18	9606.ENSP00000386559	9606.ENSP00000328207	0	0	0	0	0.062	0	0	0.728	0.733
CXCR3	IL7R	9606.ENSP00000362795	9606.ENSP00000306157	0	0	0	0	0.097	0	0	0.717	0.733
ENTPD1	HAVCR2	9606.ENSP00000360250	9606.ENSP00000312002	0	0	0	0	0.11	0	0	0.713	0.733
GIMAP5	BCL2	9606.ENSP00000351473	9606.ENSP00000381185	0	0	0	0	0.068	0.299	0	0.625	0.733
GZMB	ITGAM	9606.ENSP00000216341	9606.ENSP00000496959	0	0	0	0	0.211	0	0	0.676	0.733
HAVCR2	ENTPD1	9606.ENSP00000312002	9606.ENSP00000360250	0	0	0	0	0.11	0	0	0.713	0.733
IL2RA	PRF1	9606.ENSP00000369293	9606.ENSP00000398568	0	0	0	0	0.138	0	0	0.703	0.733
IL7R	CXCR3	9606.ENSP00000306157	9606.ENSP00000362795	0	0	0	0	0.097	0	0	0.717	0.733
ITGAM	GZMB	9606.ENSP00000496959	9606.ENSP00000216341	0	0	0	0	0.211	0	0	0.676	0.733
PRF1	IL2RA	9606.ENSP00000398568	9606.ENSP00000369293	0	0	0	0	0.138	0	0	0.703	0.733
TNFRSF18	CD8A	9606.ENSP00000328207	9606.ENSP00000386559	0	0	0	0	0.062	0	0	0.728	0.733
CCR8	CD4	9606.ENSP00000326432	9606.ENSP00000011653	0	0	0	0	0.063	0.091	0	0.713	0.734
CD4	CCR8	9606.ENSP00000011653	9606.ENSP00000326432	0	0	0	0	0.063	0.091	0	0.713	0.734
KLRB1	NCAM1	9606.ENSP00000229402	9606.ENSP00000480132	0	0	0	0	0.042	0.091	0	0.72	0.734
KLRF1	PRF1	9606.ENSP00000483713	9606.ENSP00000398568	0	0	0	0	0.482	0.045	0	0.507	0.734
NCAM1	KLRB1	9606.ENSP00000480132	9606.ENSP00000229402	0	0	0	0	0.042	0.091	0	0.72	0.734
NCAM1	NT5E	9606.ENSP00000480132	9606.ENSP00000257770	0	0	0	0	0	0.132	0	0.706	0.734
NT5E	NCAM1	9606.ENSP00000257770	9606.ENSP00000480132	0	0	0	0	0	0.132	0	0.706	0.734
PRF1	KLRF1	9606.ENSP00000398568	9606.ENSP00000483713	0	0	0	0	0.482	0.045	0	0.507	0.734
CCR7	IL4	9606.ENSP00000246657	9606.ENSP00000231449	0	0	0	0	0.047	0	0	0.734	0.735
CD19	TNFRSF8	9606.ENSP00000313419	9606.ENSP00000263932	0	0	0	0	0.104	0	0	0.716	0.735
CD27	HAVCR2	9606.ENSP00000266557	9606.ENSP00000312002	0	0	0	0	0.107	0	0	0.716	0.735
EEF1B2	EIF3L	9606.ENSP00000376055	9606.ENSP00000499067	0	0	0	0	0.499	0	0	0.493	0.735
EIF3L	EEF1B2	9606.ENSP00000499067	9606.ENSP00000376055	0	0	0	0	0.499	0	0	0.493	0.735
HAVCR2	CD27	9606.ENSP00000312002	9606.ENSP00000266557	0	0	0	0	0.107	0	0	0.716	0.735
IL4	CCR7	9606.ENSP00000231449	9606.ENSP00000246657	0	0	0	0	0.047	0	0	0.734	0.735
TBX21	TIGIT	9606.ENSP00000177694	9606.ENSP00000419085	0	0	0	0	0.354	0	0	0.606	0.735
TIGIT	TBX21	9606.ENSP00000419085	9606.ENSP00000177694	0	0	0	0	0.354	0	0	0.606	0.735
TNFRSF8	CD19	9606.ENSP00000263932	9606.ENSP00000313419	0	0	0	0	0.104	0	0	0.716	0.735
CCR4	CD4	9606.ENSP00000332659	9606.ENSP00000011653	0	0	0	0	0.063	0.091	0	0.715	0.736
CCR8	CXCR3	9606.ENSP00000326432	9606.ENSP00000362795	0	0	0	0.785	0.087	0	0.5	0.469	0.736
CD19	FCMR	9606.ENSP00000313419	9606.ENSP00000356058	0	0	0	0	0.652	0	0	0.272	0.736
CD4	NT5E	9606.ENSP00000011653	9606.ENSP00000257770	0	0	0	0	0	0.132	0	0.709	0.736
CD4	CCR4	9606.ENSP00000011653	9606.ENSP00000332659	0	0	0	0	0.063	0.091	0	0.715	0.736
CXCR3	CCR8	9606.ENSP00000362795	9606.ENSP00000326432	0	0	0	0.785	0.087	0	0.5	0.469	0.736
EEF2	EIF3L	9606.ENSP00000307940	9606.ENSP00000499067	0	0	0	0	0.606	0	0	0.358	0.736
EIF3L	EEF2	9606.ENSP00000499067	9606.ENSP00000307940	0	0	0	0	0.606	0	0	0.358	0.736
FCMR	CD19	9606.ENSP00000356058	9606.ENSP00000313419	0	0	0	0	0.652	0	0	0.272	0.736
NCAM1	TBX21	9606.ENSP00000480132	9606.ENSP00000177694	0	0	0	0	0.067	0	0	0.728	0.736
NT5E	CD4	9606.ENSP00000257770	9606.ENSP00000011653	0	0	0	0	0	0.132	0	0.709	0.736
PTPRC	TNFRSF8	9606.ENSP00000411355	9606.ENSP00000263932	0	0	0	0	0.096	0	0	0.72	0.736
TBX21	NCAM1	9606.ENSP00000177694	9606.ENSP00000480132	0	0	0	0	0.067	0	0	0.728	0.736
TNFRSF8	PTPRC	9606.ENSP00000263932	9606.ENSP00000411355	0	0	0	0	0.096	0	0	0.72	0.736
CTLA4	CXCR3	9606.ENSP00000497102	9606.ENSP00000362795	0	0	0	0	0.244	0	0	0.667	0.737
CXCR3	CTLA4	9606.ENSP00000362795	9606.ENSP00000497102	0	0	0	0	0.244	0	0	0.667	0.737
CXCR3	PRF1	9606.ENSP00000362795	9606.ENSP00000398568	0	0	0	0	0.245	0	0	0.667	0.737
PRF1	CXCR3	9606.ENSP00000398568	9606.ENSP00000362795	0	0	0	0	0.245	0	0	0.667	0.737
CD27	IL2RA	9606.ENSP00000266557	9606.ENSP00000369293	0	0	0	0	0.129	0	0	0.711	0.738
CD27	ITGAM	9606.ENSP00000266557	9606.ENSP00000496959	0	0	0	0	0.18	0	0	0.693	0.738
CD28	TNFRSF18	9606.ENSP00000324890	9606.ENSP00000328207	0	0	0	0	0.065	0	0	0.731	0.738
CD69	IL17A	9606.ENSP00000228434	9606.ENSP00000497968	0	0	0	0	0.05	0	0	0.735	0.738
CTLA4	KLRD1	9606.ENSP00000497102	9606.ENSP00000338130	0	0	0	0	0.122	0	0	0.714	0.738
FAS	PTPRC	9606.ENSP00000498466	9606.ENSP00000411355	0	0	0	0	0.219	0	0	0.678	0.738
IL17A	CD69	9606.ENSP00000497968	9606.ENSP00000228434	0	0	0	0	0.05	0	0	0.735	0.738
IL2RA	CD27	9606.ENSP00000369293	9606.ENSP00000266557	0	0	0	0	0.129	0	0	0.711	0.738
ITGAM	CD27	9606.ENSP00000496959	9606.ENSP00000266557	0	0	0	0	0.18	0	0	0.693	0.738
KLRD1	CTLA4	9606.ENSP00000338130	9606.ENSP00000497102	0	0	0	0	0.122	0	0	0.714	0.738
NPM1	RPS5	9606.ENSP00000296930	9606.ENSP00000472985	0	0	0	0	0.334	0.579	0	0.141	0.738
PRF1	SELL	9606.ENSP00000398568	9606.ENSP00000498227	0	0	0	0	0.177	0.045	0	0.694	0.738
PTPRC	FAS	9606.ENSP00000411355	9606.ENSP00000498466	0	0	0	0	0.219	0	0	0.678	0.738
RPS5	NPM1	9606.ENSP00000472985	9606.ENSP00000296930	0	0	0	0	0.334	0.579	0	0.141	0.738
SELL	PRF1	9606.ENSP00000498227	9606.ENSP00000398568	0	0	0	0	0.177	0.045	0	0.694	0.738
TNFRSF18	CD28	9606.ENSP00000328207	9606.ENSP00000324890	0	0	0	0	0.065	0	0	0.731	0.738
CD3G	CD5	9606.ENSP00000431445	9606.ENSP00000342681	0	0	0	0	0.491	0	0	0.511	0.74
CD4	ITGA4	9606.ENSP00000011653	9606.ENSP00000380227	0	0	0	0	0.086	0.067	0	0.72	0.74
CD5	CD3G	9606.ENSP00000342681	9606.ENSP00000431445	0	0	0	0	0.491	0	0	0.511	0.74
ITGA4	CD4	9606.ENSP00000380227	9606.ENSP00000011653	0	0	0	0	0.086	0.067	0	0.72	0.74
CCR7	ITGAM	9606.ENSP00000246657	9606.ENSP00000496959	0	0	0	0	0.134	0	0	0.714	0.741
CD69	CXCR3	9606.ENSP00000228434	9606.ENSP00000362795	0	0	0	0	0.109	0	0	0.722	0.741
CXCR3	CD69	9606.ENSP00000362795	9606.ENSP00000228434	0	0	0	0	0.109	0	0	0.722	0.741
ITGAM	CCR7	9606.ENSP00000496959	9606.ENSP00000246657	0	0	0	0	0.134	0	0	0.714	0.741
KLRD1	PTPRC	9606.ENSP00000338130	9606.ENSP00000411355	0	0	0	0	0.183	0.071	0	0.687	0.741
PTPRC	KLRD1	9606.ENSP00000411355	9606.ENSP00000338130	0	0	0	0	0.183	0.071	0	0.687	0.741
BCL2	IL7R	9606.ENSP00000381185	9606.ENSP00000306157	0	0	0	0	0.075	0	0	0.733	0.742
CD3E	IFNG	9606.ENSP00000354566	9606.ENSP00000229135	0	0	0	0	0.192	0	0	0.693	0.742
IFNG	CD3E	9606.ENSP00000229135	9606.ENSP00000354566	0	0	0	0	0.192	0	0	0.693	0.742
IL7R	BCL2	9606.ENSP00000306157	9606.ENSP00000381185	0	0	0	0	0.075	0	0	0.733	0.742
CCR10	CXCR4	9606.ENSP00000332504	9606.ENSP00000386884	0	0	0	0.802	0	0	0.5	0.508	0.743
CD4	LILRB1	9606.ENSP00000011653	9606.ENSP00000315997	0	0	0	0	0.105	0.126	0	0.698	0.743
CD69	GZMK	9606.ENSP00000228434	9606.ENSP00000231009	0	0	0	0	0.262	0.046	0	0.664	0.743
CTLA4	SELL	9606.ENSP00000497102	9606.ENSP00000498227	0	0	0	0	0.091	0	0	0.728	0.743
CXCR4	CCR10	9606.ENSP00000386884	9606.ENSP00000332504	0	0	0	0.802	0	0	0.5	0.508	0.743
GZMK	CD69	9606.ENSP00000231009	9606.ENSP00000228434	0	0	0	0	0.262	0.046	0	0.664	0.743
LILRB1	CD4	9606.ENSP00000315997	9606.ENSP00000011653	0	0	0	0	0.105	0.126	0	0.698	0.743
SELL	CTLA4	9606.ENSP00000498227	9606.ENSP00000497102	0	0	0	0	0.091	0	0	0.728	0.743
ARHGAP45	MYO1G	9606.ENSP00000439601	9606.ENSP00000258787	0	0	0	0	0.205	0	0	0.692	0.744
CCR7	CD3E	9606.ENSP00000246657	9606.ENSP00000354566	0	0	0	0	0.358	0.23	0	0.523	0.744
CD3E	CCR7	9606.ENSP00000354566	9606.ENSP00000246657	0	0	0	0	0.358	0.23	0	0.523	0.744
FCGR3B	PECAM1	9606.ENSP00000433642	9606.ENSP00000457421	0	0	0	0	0.141	0.176	0	0.668	0.744
GNLY	KLRF1	9606.ENSP00000436423	9606.ENSP00000483713	0	0	0	0	0.525	0	0	0.484	0.744
IL17A	SELL	9606.ENSP00000497968	9606.ENSP00000498227	0	0	0	0	0.074	0	0	0.735	0.744
KLRF1	GNLY	9606.ENSP00000483713	9606.ENSP00000436423	0	0	0	0	0.525	0	0	0.484	0.744
MYO1G	ARHGAP45	9606.ENSP00000258787	9606.ENSP00000439601	0	0	0	0	0.205	0	0	0.692	0.744
PDK1	SLC2A1	9606.ENSP00000376352	9606.ENSP00000416293	0	0	0	0	0.08	0	0	0.733	0.744
PECAM1	FCGR3B	9606.ENSP00000457421	9606.ENSP00000433642	0	0	0	0	0.141	0.176	0	0.668	0.744
SELL	IL17A	9606.ENSP00000498227	9606.ENSP00000497968	0	0	0	0	0.074	0	0	0.735	0.744
SLC2A1	PDK1	9606.ENSP00000416293	9606.ENSP00000376352	0	0	0	0	0.08	0	0	0.733	0.744
CD28	NCAM1	9606.ENSP00000324890	9606.ENSP00000480132	0	0	0	0	0	0.091	0	0.731	0.745
CD69	GPR183	9606.ENSP00000228434	9606.ENSP00000365596	0	0	0	0	0.463	0	0	0.544	0.745
GPR183	CD69	9606.ENSP00000365596	9606.ENSP00000228434	0	0	0	0	0.463	0	0	0.544	0.745
NCAM1	CD28	9606.ENSP00000480132	9606.ENSP00000324890	0	0	0	0	0	0.091	0	0.731	0.745
CD27	IL4	9606.ENSP00000266557	9606.ENSP00000231449	0	0	0	0	0.042	0	0	0.746	0.746
CD27	FOXP3	9606.ENSP00000266557	9606.ENSP00000365380	0	0	0	0	0.084	0	0	0.734	0.746
CD4	PECAM1	9606.ENSP00000011653	9606.ENSP00000457421	0	0	0	0	0.137	0	0	0.718	0.746
CTLA4	PTPRC	9606.ENSP00000497102	9606.ENSP00000411355	0	0	0	0	0.154	0	0	0.713	0.746
FOXP3	CD27	9606.ENSP00000365380	9606.ENSP00000266557	0	0	0	0	0.084	0	0	0.734	0.746
IL4	CD27	9606.ENSP00000231449	9606.ENSP00000266557	0	0	0	0	0.042	0	0	0.746	0.746
ITGA4	PECAM1	9606.ENSP00000380227	9606.ENSP00000457421	0	0	0	0	0.103	0.067	0	0.721	0.746
PECAM1	CD4	9606.ENSP00000457421	9606.ENSP00000011653	0	0	0	0	0.137	0	0	0.718	0.746
PECAM1	ITGA4	9606.ENSP00000457421	9606.ENSP00000380227	0	0	0	0	0.103	0.067	0	0.721	0.746
PTPRC	CTLA4	9606.ENSP00000411355	9606.ENSP00000497102	0	0	0	0	0.154	0	0	0.713	0.746
BTLA	CD28	9606.ENSP00000333919	9606.ENSP00000324890	0	0	0	0	0.168	0	0	0.709	0.747
CCR10	CCR6	9606.ENSP00000332504	9606.ENSP00000343952	0	0	0	0.84	0.047	0	0.5	0.513	0.747
CCR6	CCR10	9606.ENSP00000343952	9606.ENSP00000332504	0	0	0	0.84	0.047	0	0.5	0.513	0.747
CCR6	NCAM1	9606.ENSP00000343952	9606.ENSP00000480132	0	0	0	0	0	0.091	0	0.734	0.747
CD19	KLRB1	9606.ENSP00000313419	9606.ENSP00000229402	0	0	0	0	0.124	0	0	0.723	0.747
CD27	CXCR4	9606.ENSP00000266557	9606.ENSP00000386884	0	0	0	0	0.124	0	0	0.724	0.747
CD28	BTLA	9606.ENSP00000324890	9606.ENSP00000333919	0	0	0	0	0.168	0	0	0.709	0.747
CXCR4	CD27	9606.ENSP00000386884	9606.ENSP00000266557	0	0	0	0	0.124	0	0	0.724	0.747
IL2RA	TIGIT	9606.ENSP00000369293	9606.ENSP00000419085	0	0	0	0	0.2	0	0	0.697	0.747
KLRB1	CD19	9606.ENSP00000229402	9606.ENSP00000313419	0	0	0	0	0.124	0	0	0.723	0.747
NCAM1	CCR6	9606.ENSP00000480132	9606.ENSP00000343952	0	0	0	0	0	0.091	0	0.734	0.747
TIGIT	IL2RA	9606.ENSP00000419085	9606.ENSP00000369293	0	0	0	0	0.2	0	0	0.697	0.747
CD8A	PECAM1	9606.ENSP00000386559	9606.ENSP00000457421	0	0	0	0	0.133	0.064	0	0.715	0.748
EMP3	LGALS1	9606.ENSP00000469194	9606.ENSP00000215909	0	0	0	0	0.646	0	0	0.316	0.748
LGALS1	EMP3	9606.ENSP00000215909	9606.ENSP00000469194	0	0	0	0	0.646	0	0	0.316	0.748
PECAM1	CD8A	9606.ENSP00000457421	9606.ENSP00000386559	0	0	0	0	0.133	0.064	0	0.715	0.748
B3GAT1	LILRB1	9606.ENSP00000433847	9606.ENSP00000315997	0	0	0	0	0	0	0	0.749	0.749
B3GAT1	PRF1	9606.ENSP00000433847	9606.ENSP00000398568	0	0	0	0	0.138	0.046	0	0.72	0.749
CD3G	NKG7	9606.ENSP00000431445	9606.ENSP00000221978	0	0	0	0	0.432	0	0	0.576	0.749
EEF1B2	NPM1	9606.ENSP00000376055	9606.ENSP00000296930	0	0	0	0	0.551	0.292	0	0.274	0.749
LILRB1	B3GAT1	9606.ENSP00000315997	9606.ENSP00000433847	0	0	0	0	0	0	0	0.749	0.749
NKG7	CD3G	9606.ENSP00000221978	9606.ENSP00000431445	0	0	0	0	0.432	0	0	0.576	0.749
NPM1	EEF1B2	9606.ENSP00000296930	9606.ENSP00000376055	0	0	0	0	0.551	0.292	0	0.274	0.749
PRF1	B3GAT1	9606.ENSP00000398568	9606.ENSP00000433847	0	0	0	0	0.138	0.046	0	0.72	0.749
CD14	ITGAM	9606.ENSP00000385519	9606.ENSP00000496959	0	0	0	0	0.338	0	0.5	0.308	0.75
CX3CR1	PTPRC	9606.ENSP00000351059	9606.ENSP00000411355	0	0	0	0	0.156	0	0	0.717	0.75
ITGAM	CD14	9606.ENSP00000496959	9606.ENSP00000385519	0	0	0	0	0.338	0	0.5	0.308	0.75
PTPRC	CX3CR1	9606.ENSP00000411355	9606.ENSP00000351059	0	0	0	0	0.156	0	0	0.717	0.75
CD38	PDCD1	9606.ENSP00000226279	9606.ENSP00000335062	0	0	0	0	0.072	0	0	0.743	0.751
PDCD1	CD38	9606.ENSP00000335062	9606.ENSP00000226279	0	0	0	0	0.072	0	0	0.743	0.751
RAP1B	RAP1GAP2	9606.ENSP00000250559	9606.ENSP00000254695	0	0	0	0	0	0.302	0.5	0.345	0.751
RAP1GAP2	RAP1B	9606.ENSP00000254695	9606.ENSP00000250559	0	0	0	0	0	0.302	0.5	0.345	0.751
BCL2	PECAM1	9606.ENSP00000381185	9606.ENSP00000457421	0	0	0	0	0.065	0.125	0	0.722	0.752
CD8A	LILRB1	9606.ENSP00000386559	9606.ENSP00000315997	0	0	0	0	0.102	0	0	0.736	0.752
FOXP1	MYC	9606.ENSP00000484803	9606.ENSP00000478887	0	0	0	0	0.058	0.292	0	0.659	0.752
GZMK	TIGIT	9606.ENSP00000231009	9606.ENSP00000419085	0	0	0	0	0.409	0	0	0.597	0.752
LILRB1	CD8A	9606.ENSP00000315997	9606.ENSP00000386559	0	0	0	0	0.102	0	0	0.736	0.752
MYC	FOXP1	9606.ENSP00000478887	9606.ENSP00000484803	0	0	0	0	0.058	0.292	0	0.659	0.752
PECAM1	BCL2	9606.ENSP00000457421	9606.ENSP00000381185	0	0	0	0	0.065	0.125	0	0.722	0.752
TIGIT	GZMK	9606.ENSP00000419085	9606.ENSP00000231009	0	0	0	0	0.409	0	0	0.597	0.752
FLNA	TTN	9606.ENSP00000358866	9606.ENSP00000467141	0	0	0	0	0.045	0.254	0.4	0.492	0.753
KLRB1	TIGIT	9606.ENSP00000229402	9606.ENSP00000419085	0	0	0	0	0.254	0	0	0.683	0.753
TIGIT	KLRB1	9606.ENSP00000419085	9606.ENSP00000229402	0	0	0	0	0.254	0	0	0.683	0.753
TTN	FLNA	9606.ENSP00000467141	9606.ENSP00000358866	0	0	0	0	0.045	0.254	0.4	0.492	0.753
HAVCR2	PRF1	9606.ENSP00000312002	9606.ENSP00000398568	0	0	0	0	0.176	0.091	0	0.697	0.754
IL2RA	PDCD1	9606.ENSP00000369293	9606.ENSP00000335062	0	0	0.29	0	0.129	0	0	0.634	0.754
IL4	SELL	9606.ENSP00000231449	9606.ENSP00000498227	0	0	0	0	0.061	0	0	0.748	0.754
PDCD1	IL2RA	9606.ENSP00000335062	9606.ENSP00000369293	0	0	0.29	0	0.129	0	0	0.634	0.754
PRF1	HAVCR2	9606.ENSP00000398568	9606.ENSP00000312002	0	0	0	0	0.176	0.091	0	0.697	0.754
SELL	IL4	9606.ENSP00000498227	9606.ENSP00000231449	0	0	0	0	0.061	0	0	0.748	0.754
CCR10	CCR8	9606.ENSP00000332504	9606.ENSP00000326432	0	0	0	0.748	0	0	0.5	0.531	0.755
CCR8	CCR10	9606.ENSP00000326432	9606.ENSP00000332504	0	0	0	0.748	0	0	0.5	0.531	0.755
CXCR4	FCGR3B	9606.ENSP00000386884	9606.ENSP00000433642	0	0	0	0	0.125	0	0	0.732	0.755
FCGR3B	CXCR4	9606.ENSP00000433642	9606.ENSP00000386884	0	0	0	0	0.125	0	0	0.732	0.755
CD27	TIGIT	9606.ENSP00000266557	9606.ENSP00000419085	0	0	0	0	0.222	0	0	0.699	0.756
CD8A	MYC	9606.ENSP00000386559	9606.ENSP00000478887	0	0	0	0	0	0	0	0.756	0.756
MYC	CD8A	9606.ENSP00000478887	9606.ENSP00000386559	0	0	0	0	0	0	0	0.756	0.756
TIGIT	CD27	9606.ENSP00000419085	9606.ENSP00000266557	0	0	0	0	0.222	0	0	0.699	0.756
CD4	TIGIT	9606.ENSP00000011653	9606.ENSP00000419085	0	0	0	0	0.115	0	0	0.736	0.757
CD69	TBX21	9606.ENSP00000228434	9606.ENSP00000177694	0	0	0	0	0.163	0.045	0	0.721	0.757
CD69	IL4	9606.ENSP00000228434	9606.ENSP00000231449	0	0	0	0	0.058	0	0	0.753	0.757
CXCR4	FCGR3A	9606.ENSP00000386884	9606.ENSP00000356946	0	0	0	0	0.128	0	0	0.733	0.757
FCGR3A	CXCR4	9606.ENSP00000356946	9606.ENSP00000386884	0	0	0	0	0.128	0	0	0.733	0.757
IL4	CD69	9606.ENSP00000231449	9606.ENSP00000228434	0	0	0	0	0.058	0	0	0.753	0.757
TBX21	CD69	9606.ENSP00000177694	9606.ENSP00000228434	0	0	0	0	0.163	0.045	0	0.721	0.757
TIGIT	CD4	9606.ENSP00000419085	9606.ENSP00000011653	0	0	0	0	0.115	0	0	0.736	0.757
BCL2	CXCR4	9606.ENSP00000381185	9606.ENSP00000386884	0	0	0	0	0.083	0	0	0.748	0.759
BTLA	CD69	9606.ENSP00000333919	9606.ENSP00000228434	0	0	0	0	0.2	0	0	0.711	0.759
CD69	BTLA	9606.ENSP00000228434	9606.ENSP00000333919	0	0	0	0	0.2	0	0	0.711	0.759
CXCR4	BCL2	9606.ENSP00000386884	9606.ENSP00000381185	0	0	0	0	0.083	0	0	0.748	0.759
IL10RA	IL2RB	9606.ENSP00000227752	9606.ENSP00000216223	0	0	0	0	0.352	0	0	0.644	0.759
IL2RB	IL10RA	9606.ENSP00000216223	9606.ENSP00000227752	0	0	0	0	0.352	0	0	0.644	0.759
