,AIF1,CD11B,AOAH,ARHGAP25,ZNF101,CEP68,GLRX,COQ8A,GPR155,SELPLG,PDP1,RNF214,STK10,CORO7,ITFG2,FOXP3,PRSS23,SAMHD1,PRKCB,TNFSF8,ADRB2,MYO1G,LITAF,ADGRG1,VCL,STMN3,ZAP70,TRMT1,CD28,SLA,GAB3,TMEM123,GZMB,RASSF1,TSHZ2,PDK1,AGTPBP1,SVIL,CD5,FANK1,LEF1,LCK,MTSS1,SGSM3,UCHL1,DSTN,CD248,RASGRP2,TRAF3IP3,WDR43,PLEK,CLDND1,GLUT1,PDE3B,FCRL6,RTKN2,GIMAP2,CCM2,CD38,PATL2,CD8B,TBX21,GLTSCR2,LDHB,FKBP5,TTC16,RIC3,CX3CR1,NELL2,SCML4,CD127,ARHGEF18,RAP1GAP2,LGALS1,WDR37,GPR183,CD42b,BEX4,NOSIP,ADAM8,IL2RA,SNURF,CCR10,CD161,NPM1,GCSAM,SLCO4C1,TTN,SERINC5,FCRL3,RGS19,FAM102A,LMO7,TMEM204,C12orf75,SPON2,CCL5,GIMAP5,OXNAD1,ATP2B1,KCNAB2,SPINT2,CAMK4,EIF3L,CD19,TIGIT,Helios,C1orf21,LTB,LLGL2,FCMR,TRAT1,TMEM63A,KLRF1,ARHGAP45,VEZF1,B3GNT2,BIRC3,SRPK2,CD247,FAM117B,CD6,CAPN2,EIF3E,CD27,NDFIP1,CD62L,APBA2,PLEKHG3,MBP,TIM3,DGKA,FAM110A,GITR,TPCN1,FHIT,SH3BP5,TOMM7,ACTN1,CD3G,LILRB1,NOG,LDLRAP1,GIMAP8,CD3E,MYO1F,C1orf228,SPTBN1,CCR4,CD48,PASK,CTLA4,GZMA,RSL1D1,CD146,LRRC75A,IL-17,APEX1,CORO1A,CD39,PI16,IGF1R,SH3YL1,GLUL,IL17RA,CEP78,ABLIM1,CD101,FYB1,HAPLN3,TTC39C,USP28,OSBPL5,NT5E,CCR6,GK5,LPCAT1,EPHX2,CD272,FOXP1,FAM60A,AHNAK,PXN,SLC9A3R1,THEM4,CD122,TBC1D4,GZMK,CXCR3,ELK3,TM4SF19,F5,ITGAL,TRABD2A,CD57,CCDC141,ITK,UBQLN2,CD95,GNLY,CCR8,CD3D,PLEKHB1,CASP2,PRKCA,FCGR3B,SAMD3,CD71,FCGR3A,CPNE2,LCP2,CASP8,CD18,TLDC2,RCAN3,CORO7-PAM16,HPGD,C6orf48,CD31,BACH2,BIN2,IL2RG,PSIP1,SLC40A1,CD2,CXCR4,CD29,CMTM7,SYNE1,SNX20,CD45,ARL4C,SH2D1A,ATM,TTC38,MAML2,EEF1B2,BCL2,TPST2,LMNA,TESPA1,TCF7,TGFBR3,CD69,NPAT,CD56,MLXIP,IL10RA,IL-4,S1PR5,EXOSC8,ISG20,CD49D,R3HDM4,CD30,FGR,VIPR1,CD14,PIK3IP1,THAP7,TRAP1,C1orf162,FUT11,CD55,METTL7A,CA6,RPS5,TRIM16,TAGLN2,ZEB2,STAM,RACK1,LRRN3,TXK,EMP3,SATB1,FLNA,MYC,FGFBP2,CD52,RAP1B,KLRD1,CD4,MAL,CD8,RAP2B,PIK3R5,ZNF683,RNF166,USP15,GZMH,EFHD2,NKG7,PD-1,CD53,CD37,SNED1,CD197,PTPRCAP,ZNF600,CD300A,SMAP2,EEF2,RPS8
Cell_225,20,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,2,0,0,0,1,0,1,17,0,0,0,0,0,0,2,1,16,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,1,2,0,2,2,15,1,0,10,0,1,0,0,0,0,0,0,2,1,2,0,0,0,1,0,0,0,4,0,0,14,2,3,0,0,0,1,0,1,0,0,0,0,0,4,3,0,3,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,57,0,0,0,29,0,1,0,28,26,0,0,0,0,0,0,0,0,43,0,1,29,1,0,1,0,2,0,11,14,0,0,0,0,0,0,0,0,0,2,0,2,6,0,46,0,0,0,0,0,0,1,0,0,0,111,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,10,4,2,0,0,0,0,0,13,0,395,0,0,0,0,0,1,0,0,0,0,408,2,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,0,1,0,0,21,6,0,0,0,0,0,0,1,0,2,0,0,4,0,0,0,21,0,1,1,3,0,1,5,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,5,0,46
Cell_226,0,1,0,0,0,11,0,0,0,0,7,4,0,1,0,0,0,0,0,0,0,10,2,2,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,31,0,0,0,12,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,2,0,0,0,2,1,2,0,26,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,3,0,2,4,0,0,0,0,3,4,0,0,1,17,0,0,10,13,0,0,1,3,53,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,1,0,0,35,0,0,0,1,8,0,8,2,0,0,0,4,0,0,0,17,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,22,0,0,0,0,0,0,0,4,0,3,0,7,0,2,0,0,0,0,0,3,1,10,0,3,0,0,0,1,10,0,0,0,0,11,0,0,0,0,0,0,5,6,1,1,0,4,0,0,0,5,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0,25,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,12,12,46,0,0
Cell_227,4,0,0,0,8,32,0,3,6,0,2,50,0,0,0,0,5,5,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,70,0,0,1,15,0,2,2,0,0,1,9,5,0,0,0,0,2,0,1,3,14,0,0,8,0,0,0,0,1,0,1,0,66,0,1,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,35,86,7,0,0,0,0,0,0,0,1,0,0,2,0,2,4,1,0,0,7,20,0,1,0,0,0,0,0,0,0,0,0,0,43,1,0,0,2,0,0,3,2,0,0,1,0,1,1,0,0,1,1,0,0,19,0,10,0,18,3,2,0,0,1,1,14,0,0,9,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,22,3,0,66,0,1,0,0,0,0,1,16,0,0,0,0,6,0,0,0,18,0,0,0,170,0,0,0,0,0,0,0,5,0,0,0,3,4,1,0,0,3,6,0,2,0,1,1,0,0,16,0,0,2,0,1,10,0,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,12,0,0,4,0,0,0,0,4,0,0,1,1,0,0,0,0,0,8,0,0,0,0,0,0,8
Cell_228,0,0,0,1,11,50,0,9,6,0,3,27,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,50,0,0,1,0,0,5,13,0,0,0,0,2,0,0,0,0,4,0,1,0,0,5,0,2,0,0,4,0,6,0,0,0,0,0,1,3,0,1,3,0,2,0,1,0,0,0,0,2,5,0,2,1,0,2,0,0,0,0,0,0,0,0,2,0,2,2,27,1,0,1,0,0,2,1,0,0,1,0,0,0,0,3,0,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,3,0,2,1,0,0,0,6,0,1,0,0,2,3,0,0,3,0,4,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,25,171,0,0,2,15,0,0,0,3,0,0,0,1,0,1,0,0,2,0,0,3,1,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,2,0,0,0,0,12,17,0,0,0,1,0,0,0,0,0,7,2,1,22,4,1,0,0
Cell_229,0,0,0,1,55,12,0,4,0,0,1,4,0,0,0,0,32,0,0,1,1,0,0,1,0,0,0,0,0,0,7,1,3,0,0,1,0,0,0,10,0,0,2,32,0,0,2,4,0,23,1,5,0,3,0,0,0,0,0,0,0,4,0,3,1,0,0,0,3,638,0,0,0,0,3,0,0,3,29,0,2,0,17,0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0,1,1,0,1,1,0,27,10,0,0,0,0,0,13,49,1,0,1,0,0,0,0,6,0,0,0,0,0,1,12,4,3,0,6,23,12,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,29,0,38,0,1,0,0,20,1,0,0,1,0,5,20,0,6,1,0,0,0,0,0,0,1,0,0,5,5,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,21,0,1,0,4,0,0,0,0,0,0,0,6,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1,0,2,0,0,7,0,103,0,0,0,0,0,1,1,0,0,0,0,4,6,0,0,0,0,0,0,0,1,1,4,0,8,0,0,3,0,0,47,1,0,1,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,20,3,0,0,0,0,0,0,0,2,25,1,0,2,1,0,0,1
Cell_230,0,0,0,0,0,104,0,0,1,0,0,10,0,1,1,2,12,0,0,0,1,0,0,0,0,0,0,16,2,0,0,0,0,0,10,0,13,0,0,0,0,0,11,0,0,7,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,2,0,0,2,2,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,3,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,5,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,5,1,2,313,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,4,0,0,0,12,0,0,0,0,0,0,0,0,6,0,0,0,44,0,0,4,0,0,11,6,2,0,0,1,0,0,7,0,0,0,4,3,0,0,0,2,0,0,0,2,0,0,1,0,0,0,16,1,0,0,0,1,3,0,0,291,0,0,0,13,0,0,24
Cell_231,0,0,0,0,2,12,2,0,64,0,6,0,0,4,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,14,0,0,0,0,92,0,0,0,2,0,7,23,3,0,2,1,2,0,7,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,4,0,0,4,0,1,0,1,0,0,0,0,0,1,0,0,0,13,11,3,0,1,0,0,0,58,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,1,0,0,0,0,142,0,1,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,6,0,7,0,0,1,1,5,1,2,0,2,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,10,0,2,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,9,0,1,21,0,0,0,0,6,0,0,0,3,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,5,15,15,1,4,0,3,1,0,0,0,0,0,0,27,3,0,0,0,64,0,0,4,0,0,0,2,10,0,0,1,0,0,0,0,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,1
Cell_232,3,0,0,0,0,3,0,0,0,0,0,1,0,8,0,0,0,2,0,0,1,2,0,2,1,0,0,6,0,0,0,0,1,0,74,0,0,0,0,0,0,0,8,0,0,1,0,0,0,17,0,0,0,0,0,0,11,3,3,0,0,0,4,0,1,39,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,21,1,0,0,0,0,5,0,1,2,4,5,0,0,0,0,0,3,0,0,0,0,0,3,15,0,0,0,0,0,7,22,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2,1,0,0,2,17,8,0,1,0,0,1,0,0,0,0,0,0,0,0,4,1,0,1,0,33,0,0,0,0,0,1,0,0,2,0,0,0,0,4,0,3,0,0,3,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,8,0,0,0,0,0,1,1,4,0,0,0,0,1,0,0,0,0,0,25,0,0,0,0,4,0,0,1,3,0,0,0,1,25,0,0,0,0,0,13,2,1,0,2,0,3,0,0,0,0,0,0,0,1,4,0,0,0,54,0,0,2,0,0,0,1,1,0,0,0,0,0,31,0,0,0,6,6,0,0,0,0,0,25,0,2,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cell_233,0,0,0,0,4,13,0,0,66,0,0,0,2,1,0,0,7,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,2,0,0,22,3,0,0,7,3,1,0,3,0,0,0,0,2,0,0,0,4,0,0,99,0,0,0,1,0,1,1,1,0,0,0,0,12,0,0,0,0,0,2,1,0,14,15,20,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,5,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,49,0,0,0,0,0,1,0,0,74,0,0,0,0,0,0,0,1,1,0,0,136,0,0,0,1,1,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,2,1,17,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,1,0,1,0,0,0,72,0,0,0,0,2,10,0,1,0,0,21,0,0,0,0,1,3,0,12,27,0,1,0,0,5,0,0,0,1,0,9,0,0,0,2,0,4,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,3,0,0,4,4,1,2,1,0,16,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,5,2,1,0,0,0,0,11,0,0,0,0,0,0,14
Cell_234,0,0,1,1,6,12,0,1,11,0,0,0,0,6,0,0,4,0,0,12,0,0,0,19,0,0,0,0,0,0,0,2,1,1,2,1,9,1,0,3,0,0,0,0,0,0,0,7,0,2,1,0,0,2,0,0,1,9,0,0,0,0,0,4,0,123,3,0,0,0,0,0,0,0,0,0,0,5,5,2,0,0,9,0,0,0,0,2,1,0,0,2,2,3,0,0,0,0,0,4,0,0,1,0,0,2,0,5,0,2,0,0,16,146,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,17,37,7,2,0,0,0,0,0,0,0,0,0,0,116,0,1,0,1,0,0,3,10,0,0,0,0,0,5,0,0,0,3,0,3,3,0,1,0,0,114,0,0,0,1,0,4,3,0,6,0,0,0,0,4,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,20,0,2,1,19,1,0,18,0,0,0,0,3,0,151,0,0,3,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,109,0,0,3,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,9,0,15,0,0,2,11,1,22,0,3,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,96,0,0,53,1,4,1,2
Cell_235,4,0,0,2,10,89,0,6,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,2,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,4,0,0,1,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,2,0,12,0,0,0,37,0,1,0,0,0,0,0,0,0,0,5,0,2,0,1,0,0,0,8,0,6,1,0,1,1,2,12,16,0,0,0,0,0,0,17,0,2,0,0,1,0,0,0,0,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,1,1,0,24,0,0,0,4,0,2,0,0,576,0,63,2,0,1,0,0,1,0,0,6,3,0,0,46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33,0,9,0,0,0,0,0,0,0,0,0,26,0,119,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,7,8,0,0,0,1,15,0,0,0,0,1,0,0,25,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,8,3,0,0,0,0,0,0,0,0,0,1,1,0,9,2,24,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Cell_236,2,0,0,2,0,45,0,0,11,0,13,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,32,0,0,0,0,3,1,0,4,0,0,0,3,0,0,18,0,0,2,0,0,4,0,0,0,0,1,1,0,0,0,366,0,0,0,17,0,0,0,0,8,2,0,6,3,0,1,0,49,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,7,14,0,0,0,0,0,5,44,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,7,0,0,0,0,55,0,1,1,6,0,0,0,0,26,0,0,13,1,0,0,3,0,3,0,9,0,0,0,46,0,0,0,0,0,0,0,0,0,1,103,0,0,0,0,0,0,1,126,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,1,0,0,0,24,5,1,0,0,0,0,0,0,1,0,0,2,35,2,0,0,0,19,0,0,0,0,0,4,0,0,0,0,1,1,0,1,0,7,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,15,0,0,13,0,0,0,52
Cell_237,5,0,0,1,4,0,0,1,0,0,0,2,0,0,0,0,0,2,0,8,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,2,0,5,0,0,0,23,0,2,0,1,0,0,0,3,0,0,1,0,0,0,0,1,10,0,1,0,0,0,8,0,2,0,0,5,1,0,0,0,0,0,1,0,0,0,0,7,0,13,4,0,0,0,0,0,0,5,0,0,0,0,0,0,68,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,5,0,7,0,0,0,0,2,1,0,0,0,0,1,11,0,0,0,0,1,0,1,15,0,0,0,0,1,0,1,1,1,0,0,3,0,0,8,0,10,8,0,0,0,2,0,10,1,7,1,0,0,127,0,1,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,12,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,2,0,1,0,3,8,0,0,0,0,0,0,1,0,3,0,1,0,6,0,3,0,4,0,0,0,0,0,0,5,0,0,12,0,15,0,0
Cell_238,2,0,0,1,48,0,0,1,0,0,0,2,0,0,0,1,1,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,7,0,1,2,2,0,0,4,1,0,0,0,1,6,0,1,20,17,0,0,3,0,0,3,0,0,0,3,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,2,0,4,0,4,0,1,0,0,0,0,2,439,1,20,0,0,0,0,0,2,1,0,0,9,0,1,1,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,9,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,13,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,12,25,0,1,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,3,20,0,0,0,23,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,0,0,5,0,2,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,5,8,1,14,1,0,0,0,0,1,3,0,0,0,0,24,0,0
Cell_239,2,0,0,0,18,0,0,5,0,0,0,2,0,0,0,0,0,1,0,0,1,14,2,0,1,0,1,4,0,0,3,0,0,1,0,0,523,0,0,0,0,0,0,0,0,0,6,1,0,8,1,0,0,0,1,0,4,0,0,0,0,2,0,1,0,3,0,0,0,159,0,0,0,0,0,0,0,4,11,0,0,0,161,0,0,0,0,0,1,10,0,31,1,0,0,0,0,0,0,0,0,1,0,0,0,27,0,1,0,2,0,0,22,43,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,19,42,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,23,3,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,17,1,0,0,0,1,0,0,0,13,1,0,0,0,3,0,0,2,0,0,0,28,0,5,0,0,19,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,2,1,0,0,0,0,0,6,0,0,48,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,33,24,0,0,0,0,0,0,1,0,22,0,0,0,55,8,1,0
Cell_240,3,0,0,0,0,24,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,111,0,0,0,0,12,2,0,16,6,0,0,17,7,0,5,0,0,0,7,0,0,1,4,0,0,1,3,1,0,0,0,29,0,1,0,0,1,0,0,17,1,0,0,0,0,0,0,8,0,0,0,1,0,0,1,1,8,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,86,13,0,0,0,0,0,0,0,0,0,0,2,0,0,15,0,0,0,0,9,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,16,1,3,0,5,0,0,0,0,0,0,0,55,1,0,0,3,0,23,3,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,3,0,0,0,11,3,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,1,24,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,0,2,1,6,0,0,0,0,0,2,0,2,2,0,0,0,2,0,12,0,5,2,0,0,0,0,1,0,0,0,0,4,0,0,3
Cell_241,0,0,0,1,8,0,0,6,598,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,29,0,0,1589,1,0,0,11,0,0,1,2,0,5,1,0,0,0,0,0,0,12,0,0,0,1,2,0,0,2,0,0,0,0,0,1,1,0,2,0,0,16,13,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,4,1,0,13,0,11,0,0,0,0,24,8,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1,24,0,0,0,0,0,0,0,1,0,0,0,103,1,0,0,0,0,0,0,0,0,0,1,0,0,12,2,26,0,1,0,0,0,0,0,0,92,0,0,0,0,0,5,0,0,6,0,0,3,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,45,62,0,0,10,2,0,1,0,0,0,1,10,0,0,0,0,1,1,0,0,77,0,0,0,0,20,0,0,0,0,0,6,0,28,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,2,0,0,1,0,0,24,2,1,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,4,0,0,0,0,0,0,25,0,0,0,0,0,0,0
Cell_242,0,1,0,0,0,1,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,1,0,0,14,0,0,3,0,0,0,2,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,1,0,0,0,6,0,0,1,0,8,1,0,0,0,2,0,0,0,0,1,0,1,1,0,3,2,1,0,1,0,0,0,0,0,4,0,1,3,0,0,12,0,0,0,0,0,0,0,8,1,2,0,0,0,0,0,5,0,0,0,47,0,0,1,6,0,0,2,16,189,1,3,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,2,0,94,0,0,0,0,10,0,0,1,18,0,0,5,0,0,0,202,29,4,0,1,0,0,0,2,0,1,0,7,8,0,0,0,5,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38,0,0,0,0,19,0,0,0,0,0,10,2,3,1,1,0,0,1,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,55,0,0,0,2,0,0,1,0,0,0,0,0,0,3,11,1,10
Cell_243,4,0,0,0,3,38,0,0,330,0,2,31,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,4,0,0,2,0,0,0,2,0,0,0,0,1,4,0,0,0,2,16,1,0,0,0,3,0,0,0,29,0,0,0,0,0,0,0,0,1,0,23,0,1,0,0,14,0,0,0,0,0,2,5,0,5,0,0,0,0,0,12,0,1,0,0,0,0,0,0,40,0,3,0,0,0,16,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,3,0,0,0,0,2,0,1,0,0,50,3,1,51,0,0,0,0,0,0,18,3,55,0,0,0,0,23,0,2,4,1,0,0,0,0,9,1,0,14,2,3,0,0,4,0,0,0,2,0,0,100,0,0,0,0,3,0,1,0,0,0,22,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,7,0,0,0,8,0,0,0
Cell_244,7,1,0,0,0,0,2,1,3,0,0,6,0,0,0,0,1,3,0,3,0,7,2,0,1,1,0,0,0,0,2,0,1,11,0,2,0,3,0,0,0,0,1,1,0,3,13,3,0,2,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,312,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,2,0,0,0,0,0,0,1,0,1,9,0,6,0,12,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,46,2,0,3,4,0,3,1,0,35,0,1,4927,0,0,0,3,0,1,1,0,0,0,0,19,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,118,0,1,0,1,4,0,15,0,2,0,0,0,3,15,1,0,1,41,2,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1,5,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,8,0,0,0,6,0,116,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,3,0,4,51,2,0,0,0,0,0,0,0,0,0,1,0,85,0,6,0,0
