#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
GZMH	CD3D	9606.ENSP00000216338	9606.ENSP00000300692	0	0	0	0	0.430	0	0	0	0.430
GZMH	IFNG	9606.ENSP00000216338	9606.ENSP00000229135	0	0	0	0	0.443	0	0	0	0.443
GZMH	KLRB1	9606.ENSP00000216338	9606.ENSP00000229402	0	0	0	0	0.457	0	0	0	0.457
GZMH	CD2	9606.ENSP00000216338	9606.ENSP00000358490	0	0	0	0	0.768	0	0	0	0.768
GZMH	GZMB	9606.ENSP00000216338	9606.ENSP00000216341	0	0	0	0.970	0.841	0	0	0	0.841
GZMH	ZNF683	9606.ENSP00000216338	9606.ENSP00000388792	0	0	0	0	0.766	0	0	0	0.766
GZMH	KLRD1	9606.ENSP00000216338	9606.ENSP00000338130	0	0	0	0	0.779	0	0	0	0.779
GZMH	GZMK	9606.ENSP00000216338	9606.ENSP00000231009	0	0	0	0.850	0.780	0	0	0	0.780
GZMH	CD8A	9606.ENSP00000216338	9606.ENSP00000386559	0	0	0	0	0.786	0	0	0	0.786
GZMH	FGFBP2	9606.ENSP00000216338	9606.ENSP00000259989	0	0	0	0	0.769	0	0	0	0.769
GZMH	PRF1	9606.ENSP00000216338	9606.ENSP00000398568	0	0	0	0	0.793	0	0	0	0.793
GZMH	GNLY	9606.ENSP00000216338	9606.ENSP00000436423	0	0	0	0	0.789	0	0	0	0.789
GZMH	NKG7	9606.ENSP00000216338	9606.ENSP00000221978	0	0	0	0	0.862	0	0	0	0.862
GZMK	IL2RB	9606.ENSP00000231009	9606.ENSP00000216223	0	0	0	0	0.510	0	0	0	0.510
GZMK	GZMH	9606.ENSP00000231009	9606.ENSP00000216338	0	0	0	0.850	0.780	0	0	0	0.780
GZMK	GZMB	9606.ENSP00000231009	9606.ENSP00000216341	0	0	0	0.822	0.461	0	0	0	0.461
GZMK	NKG7	9606.ENSP00000231009	9606.ENSP00000221978	0	0	0	0	0.777	0	0	0	0.777
GZMK	KLRB1	9606.ENSP00000231009	9606.ENSP00000229402	0	0	0	0	0.783	0	0	0	0.783
GZMK	SAMD3	9606.ENSP00000231009	9606.ENSP00000402092	0	0	0	0	0.478	0	0	0	0.478
GZMK	CD52	9606.ENSP00000231009	9606.ENSP00000363330	0	0	0	0	0.439	0	0	0	0.439
GZMK	CD6	9606.ENSP00000231009	9606.ENSP00000323280	0	0	0	0	0.444	0	0	0	0.444
GZMK	KLRD1	9606.ENSP00000231009	9606.ENSP00000338130	0	0	0	0	0.478	0	0	0	0.478
GZMK	CD27	9606.ENSP00000231009	9606.ENSP00000266557	0	0	0	0	0.434	0	0	0	0.434
GZMK	CD8B	9606.ENSP00000231009	9606.ENSP00000331172	0	0	0	0	0.444	0	0	0	0.444
GZMK	CD3E	9606.ENSP00000231009	9606.ENSP00000354566	0	0	0	0	0.447	0	0	0	0.447
GZMK	CD3G	9606.ENSP00000231009	9606.ENSP00000431445	0	0	0	0	0.532	0	0	0	0.532
GZMK	TIGIT	9606.ENSP00000231009	9606.ENSP00000419085	0	0	0	0	0.409	0	0	0	0.409
GZMK	IL7R	9606.ENSP00000231009	9606.ENSP00000306157	0	0	0	0	0.482	0	0	0	0.482
GZMK	GNLY	9606.ENSP00000231009	9606.ENSP00000436423	0	0	0	0	0.497	0	0	0	0.497
GZMK	CD2	9606.ENSP00000231009	9606.ENSP00000358490	0	0	0	0	0.800	0	0	0	0.800
GZMK	PRF1	9606.ENSP00000231009	9606.ENSP00000398568	0	0	0	0	0.502	0	0	0	0.502
GZMK	CD8A	9606.ENSP00000231009	9606.ENSP00000386559	0	0	0	0	0.787	0	0	0	0.787
GZMK	CD3D	9606.ENSP00000231009	9606.ENSP00000300692	0	0	0	0	0.779	0	0	0	0.779
IFNG	TBX21	9606.ENSP00000229135	9606.ENSP00000177694	0	0	0	0	0.410	0	0	0	0.410
IFNG	GZMH	9606.ENSP00000229135	9606.ENSP00000216338	0	0	0	0	0.443	0	0	0	0.443
IFNG	NKG7	9606.ENSP00000229135	9606.ENSP00000221978	0	0	0	0	0.424	0	0	0	0.424
IL10RA	ARHGAP25	9606.ENSP00000227752	9606.ENSP00000386911	0	0	0	0	0.405	0	0	0	0.405
IL10RA	FGR	9606.ENSP00000227752	9606.ENSP00000363117	0	0	0	0	0.427	0	0	0	0.427
IL10RA	PLEK	9606.ENSP00000227752	9606.ENSP00000234313	0	0	0	0	0.435	0	0	0	0.435
IL10RA	CD52	9606.ENSP00000227752	9606.ENSP00000363330	0	0	0	0	0.424	0	0	0	0.424
IL10RA	CD2	9606.ENSP00000227752	9606.ENSP00000358490	0	0	0	0	0.451	0	0	0	0.451
IL10RA	ITGB2	9606.ENSP00000227752	9606.ENSP00000380948	0	0	0	0	0.443	0	0	0	0.443
IL10RA	PTPRC	9606.ENSP00000227752	9606.ENSP00000411355	0	0	0	0	0.434	0	0	0	0.434
IL17RA	STK10	9606.ENSP00000320936	9606.ENSP00000176763	0	0	0	0	0.420	0	0	0	0.420
IL2RA	CCR7	9606.ENSP00000369293	9606.ENSP00000246657	0	0	0	0	0.468	0	0	0	0.468
IL2RB	TBX21	9606.ENSP00000216223	9606.ENSP00000177694	0	0	0	0	0.480	0	0	0	0.480
IL2RB	SAMD3	9606.ENSP00000216223	9606.ENSP00000402092	0	0	0	0	0.416	0	0	0	0.416
IL2RB	CD6	9606.ENSP00000216223	9606.ENSP00000323280	0	0	0	0	0.422	0	0	0	0.422
IL2RB	GZMH	9606.ENSP00000216223	9606.ENSP00000216338	0	0	0	0	0.451	0	0	0	0.451
IL2RB	TIGIT	9606.ENSP00000216223	9606.ENSP00000419085	0	0	0	0	0.426	0	0	0	0.426
IL2RB	GZMK	9606.ENSP00000216223	9606.ENSP00000231009	0	0	0	0	0.510	0	0	0	0.510
IL2RB	NKG7	9606.ENSP00000216223	9606.ENSP00000221978	0	0	0	0	0.672	0	0	0	0.672
IL2RB	CD2	9606.ENSP00000216223	9606.ENSP00000358490	0	0	0	0	0.681	0	0	0	0.681
IL2RB	GNLY	9606.ENSP00000216223	9606.ENSP00000436423	0	0	0	0	0.768	0	0	0	0.768
IL2RB	KLRD1	9606.ENSP00000216223	9606.ENSP00000338130	0	0	0	0	0.534	0	0	0	0.534
IL2RB	GZMB	9606.ENSP00000216223	9606.ENSP00000216341	0	0	0	0	0.779	0	0	0	0.779
IL2RB	PRF1	9606.ENSP00000216223	9606.ENSP00000398568	0	0	0	0	0.796	0	0	0	0.796
IL2RB	CD8A	9606.ENSP00000216223	9606.ENSP00000386559	0	0	0	0	0.476	0	0	0	0.476
IL7R	GZMK	9606.ENSP00000306157	9606.ENSP00000231009	0	0	0	0	0.482	0	0	0	0.482
IL7R	CCR7	9606.ENSP00000306157	9606.ENSP00000246657	0	0	0	0	0.457	0	0	0	0.457
IL7R	CD3D	9606.ENSP00000306157	9606.ENSP00000300692	0	0	0	0	0.453	0	0	0	0.453
IL7R	CD2	9606.ENSP00000306157	9606.ENSP00000358490	0	0	0	0	0.530	0	0	0	0.530
ITGAM	PLEK	9606.ENSP00000496959	9606.ENSP00000234313	0	0	0	0	0.439	0	0	0	0.439
ITGAM	CD300A	9606.ENSP00000496959	9606.ENSP00000353259	0	0	0	0	0.421	0	0	0	0.421
ITGAM	FGR	9606.ENSP00000496959	9606.ENSP00000363117	0	0	0	0	0.520	0	0	0	0.520
ITGAM	ITGB2	9606.ENSP00000496959	9606.ENSP00000380948	0	0	0	0	0.550	0	0	0	0.550
ITGAM	MYO1F	9606.ENSP00000496959	9606.ENSP00000494550	0	0	0	0	0.445	0	0	0	0.445
ITGB2	IL10RA	9606.ENSP00000380948	9606.ENSP00000227752	0	0	0	0	0.443	0	0	0	0.443
ITGB2	SELPLG	9606.ENSP00000380948	9606.ENSP00000228463	0	0	0	0	0.404	0	0	0	0.404
ITGB2	PLEK	9606.ENSP00000380948	9606.ENSP00000234313	0	0	0	0	0.549	0	0	0	0.549
ITGB2	CD300A	9606.ENSP00000380948	9606.ENSP00000353259	0	0	0	0	0.415	0	0	0	0.415
ITGB2	FGR	9606.ENSP00000380948	9606.ENSP00000363117	0	0	0	0	0.492	0	0	0	0.492
ITGB2	CD52	9606.ENSP00000380948	9606.ENSP00000363330	0	0	0	0	0.430	0	0	0	0.430
ITGB2	AIF1	9606.ENSP00000380948	9606.ENSP00000365227	0	0	0	0	0.581	0	0	0	0.581
ITGB2	MYO1F	9606.ENSP00000380948	9606.ENSP00000494550	0	0	0	0	0.489	0	0	0	0.489
ITGB2	CD14	9606.ENSP00000380948	9606.ENSP00000385519	0	0	0	0	0.495	0	0	0	0.495
ITGB2	PTPRC	9606.ENSP00000380948	9606.ENSP00000411355	0	0	0	0	0.530	0	0	0	0.530
ITGB2	ITGAM	9606.ENSP00000380948	9606.ENSP00000496959	0	0	0	0	0.550	0	0	0	0.550
KLRB1	GZMH	9606.ENSP00000229402	9606.ENSP00000216338	0	0	0	0	0.457	0	0	0	0.457
KLRB1	GZMB	9606.ENSP00000229402	9606.ENSP00000216341	0	0	0	0	0.442	0	0	0	0.442
KLRB1	NKG7	9606.ENSP00000229402	9606.ENSP00000221978	0	0	0	0	0.432	0	0	0	0.432
KLRB1	CD52	9606.ENSP00000229402	9606.ENSP00000363330	0	0	0	0	0.435	0	0	0	0.435
KLRB1	CD3G	9606.ENSP00000229402	9606.ENSP00000431445	0	0	0	0	0.401	0	0	0	0.401
KLRB1	KLRF1	9606.ENSP00000229402	9606.ENSP00000483713	0	0	0	0.744	0.488	0	0	0	0.488
KLRB1	GNLY	9606.ENSP00000229402	9606.ENSP00000436423	0	0	0	0	0.431	0	0	0	0.431
KLRB1	PRF1	9606.ENSP00000229402	9606.ENSP00000398568	0	0	0	0	0.409	0	0	0	0.409
KLRB1	CD3D	9606.ENSP00000229402	9606.ENSP00000300692	0	0	0	0	0.524	0	0	0	0.524
KLRB1	CD8A	9606.ENSP00000229402	9606.ENSP00000386559	0	0	0	0	0.486	0	0	0	0.486
KLRB1	CD2	9606.ENSP00000229402	9606.ENSP00000358490	0	0	0	0	0.773	0	0	0	0.773
KLRB1	GZMK	9606.ENSP00000229402	9606.ENSP00000231009	0	0	0	0	0.783	0	0	0	0.783
KLRD1	TBX21	9606.ENSP00000338130	9606.ENSP00000177694	0	0	0	0	0.484	0	0	0	0.484
KLRD1	IL2RB	9606.ENSP00000338130	9606.ENSP00000216223	0	0	0	0	0.534	0	0	0	0.534
KLRD1	GZMH	9606.ENSP00000338130	9606.ENSP00000216338	0	0	0	0	0.779	0	0	0	0.779
KLRD1	GZMB	9606.ENSP00000338130	9606.ENSP00000216341	0	0	0	0	0.556	0	0	0	0.556
KLRD1	NKG7	9606.ENSP00000338130	9606.ENSP00000221978	0	0	0	0	0.787	0	0	0	0.787
KLRD1	GZMK	9606.ENSP00000338130	9606.ENSP00000231009	0	0	0	0	0.478	0	0	0	0.478
KLRD1	FGFBP2	9606.ENSP00000338130	9606.ENSP00000259989	0	0	0	0	0.491	0	0	0	0.491
KLRD1	S1PR5	9606.ENSP00000338130	9606.ENSP00000328472	0	0	0	0	0.442	0	0	0	0.442
KLRD1	SAMD3	9606.ENSP00000338130	9606.ENSP00000402092	0	0	0	0	0.632	0	0	0	0.632
KLRD1	KLRF1	9606.ENSP00000338130	9606.ENSP00000483713	0	0	0	0.699	0.767	0	0	0	0.767
KLRD1	GNLY	9606.ENSP00000338130	9606.ENSP00000436423	0	0	0	0	0.780	0	0	0	0.780
KLRD1	CD8A	9606.ENSP00000338130	9606.ENSP00000386559	0	0	0	0	0.658	0	0	0	0.658
KLRD1	PRF1	9606.ENSP00000338130	9606.ENSP00000398568	0	0	0	0	0.792	0	0	0	0.792
KLRF1	GZMH	9606.ENSP00000483713	9606.ENSP00000216338	0	0	0	0	0.401	0	0	0	0.401
KLRF1	KLRB1	9606.ENSP00000483713	9606.ENSP00000229402	0	0	0	0.744	0.488	0	0	0	0.488
KLRF1	FGFBP2	9606.ENSP00000483713	9606.ENSP00000259989	0	0	0	0	0.458	0	0	0	0.457
KLRF1	KLRD1	9606.ENSP00000483713	9606.ENSP00000338130	0	0	0	0.699	0.767	0	0	0	0.767
KLRF1	PRF1	9606.ENSP00000483713	9606.ENSP00000398568	0	0	0	0	0.482	0	0	0	0.482
KLRF1	GNLY	9606.ENSP00000483713	9606.ENSP00000436423	0	0	0	0	0.525	0	0	0	0.525
LGALS1	EMP3	9606.ENSP00000215909	9606.ENSP00000469194	0	0	0	0	0.646	0	0	0	0.646
LTB	CCR7	9606.ENSP00000410481	9606.ENSP00000246657	0	0	0	0	0.503	0	0	0	0.503
LTB	CD6	9606.ENSP00000410481	9606.ENSP00000323280	0	0	0	0	0.431	0	0	0	0.431
LTB	CD2	9606.ENSP00000410481	9606.ENSP00000358490	0	0	0	0	0.404	0	0	0	0.404
MYO1F	FGR	9606.ENSP00000494550	9606.ENSP00000363117	0	0	0	0	0.499	0	0	0	0.499
MYO1F	ITGB2	9606.ENSP00000494550	9606.ENSP00000380948	0	0	0	0	0.489	0	0	0	0.489
MYO1F	CD14	9606.ENSP00000494550	9606.ENSP00000385519	0	0	0	0	0.420	0	0	0	0.420
MYO1F	PTPRC	9606.ENSP00000494550	9606.ENSP00000411355	0	0	0	0	0.521	0	0	0	0.521
MYO1F	ITGAM	9606.ENSP00000494550	9606.ENSP00000496959	0	0	0	0	0.445	0	0	0	0.445
MYO1G	PTPRC	9606.ENSP00000258787	9606.ENSP00000411355	0	0	0	0	0.441	0	0	0	0.441
NKG7	TBX21	9606.ENSP00000221978	9606.ENSP00000177694	0	0	0	0	0.425	0	0	0	0.425
NKG7	IL2RB	9606.ENSP00000221978	9606.ENSP00000216223	0	0	0	0	0.672	0	0	0	0.672
NKG7	GZMH	9606.ENSP00000221978	9606.ENSP00000216338	0	0	0	0	0.862	0	0	0	0.862
NKG7	GZMB	9606.ENSP00000221978	9606.ENSP00000216341	0	0	0	0	0.785	0	0	0	0.785
NKG7	IFNG	9606.ENSP00000221978	9606.ENSP00000229135	0	0	0	0	0.424	0	0	0	0.424
NKG7	KLRB1	9606.ENSP00000221978	9606.ENSP00000229402	0	0	0	0	0.432	0	0	0	0.432
NKG7	CD3G	9606.ENSP00000221978	9606.ENSP00000431445	0	0	0	0	0.432	0	0	0	0.432
NKG7	FGFBP2	9606.ENSP00000221978	9606.ENSP00000259989	0	0	0	0	0.473	0	0	0	0.473
NKG7	CD3D	9606.ENSP00000221978	9606.ENSP00000300692	0	0	0	0	0.482	0	0	0	0.482
NKG7	CD2	9606.ENSP00000221978	9606.ENSP00000358490	0	0	0	0	0.767	0	0	0	0.767
NKG7	CD8A	9606.ENSP00000221978	9606.ENSP00000386559	0	0	0	0	0.781	0	0	0	0.781
NKG7	KLRD1	9606.ENSP00000221978	9606.ENSP00000338130	0	0	0	0	0.787	0	0	0	0.787
NKG7	GZMK	9606.ENSP00000221978	9606.ENSP00000231009	0	0	0	0	0.777	0	0	0	0.777
NKG7	PRF1	9606.ENSP00000221978	9606.ENSP00000398568	0	0	0	0	0.883	0	0	0	0.883
NKG7	GNLY	9606.ENSP00000221978	9606.ENSP00000436423	0	0	0	0	0.787	0	0	0	0.787
NOP53	EIF3L	9606.ENSP00000246802	9606.ENSP00000499067	0	0	0	0	0.473	0	0	0	0.473
NOP53	RACK1	9606.ENSP00000246802	9606.ENSP00000426909	0	0	0	0	0.464	0	0	0	0.464
NOP53	EEF2	9606.ENSP00000246802	9606.ENSP00000307940	0	0	0	0	0.503	0	0	0	0.503
NOP53	RPS5	9606.ENSP00000246802	9606.ENSP00000472985	0	0	0	0	0.556	0	0	0	0.556
NOP53	WDR43	9606.ENSP00000246802	9606.ENSP00000384302	0	0	0	0	0.634	0	0	0	0.634
NOP53	RSL1D1	9606.ENSP00000246802	9606.ENSP00000460871	0	0	0	0	0.646	0	0	0	0.646
NPM1	RSL1D1	9606.ENSP00000296930	9606.ENSP00000460871	0	0	0	0	0.412	0	0	0	0.412
NPM1	EEF1B2	9606.ENSP00000296930	9606.ENSP00000376055	0	0	0	0	0.551	0	0	0	0.551
NPM1	RACK1	9606.ENSP00000296930	9606.ENSP00000426909	0	0	0	0	0.573	0	0	0	0.573
PLEK	IL10RA	9606.ENSP00000234313	9606.ENSP00000227752	0	0	0	0	0.435	0	0	0	0.435
PLEK	CD52	9606.ENSP00000234313	9606.ENSP00000363330	0	0	0	0	0.410	0	0	0	0.410
PLEK	CD300A	9606.ENSP00000234313	9606.ENSP00000353259	0	0	0	0	0.435	0	0	0	0.435
PLEK	GPR183	9606.ENSP00000234313	9606.ENSP00000365596	0	0	0	0	0.446	0	0	0	0.446
PLEK	BIN2	9606.ENSP00000234313	9606.ENSP00000498807	0	0	0	0	0.440	0	0	0	0.440
PLEK	ITGAM	9606.ENSP00000234313	9606.ENSP00000496959	0	0	0	0	0.439	0	0	0	0.439
PLEK	ARHGAP25	9606.ENSP00000234313	9606.ENSP00000386911	0	0	0	0.571	0.440	0	0	0	0.440
PLEK	PTPRC	9606.ENSP00000234313	9606.ENSP00000411355	0	0	0	0	0.446	0	0	0	0.446
PLEK	FGR	9606.ENSP00000234313	9606.ENSP00000363117	0	0	0	0	0.526	0	0	0	0.526
PLEK	ITGB2	9606.ENSP00000234313	9606.ENSP00000380948	0	0	0	0	0.549	0	0	0	0.549
PRF1	TBX21	9606.ENSP00000398568	9606.ENSP00000177694	0	0	0	0	0.548	0	0	0	0.548
PRF1	IL2RB	9606.ENSP00000398568	9606.ENSP00000216223	0	0	0	0	0.796	0	0	0	0.796
PRF1	GZMH	9606.ENSP00000398568	9606.ENSP00000216338	0	0	0	0	0.793	0	0	0	0.793
PRF1	GZMB	9606.ENSP00000398568	9606.ENSP00000216341	0	0	0	0	0.810	0	0	0	0.810
PRF1	NKG7	9606.ENSP00000398568	9606.ENSP00000221978	0	0	0	0	0.883	0	0	0	0.883
PRF1	KLRB1	9606.ENSP00000398568	9606.ENSP00000229402	0	0	0	0	0.409	0	0	0	0.409
PRF1	GZMK	9606.ENSP00000398568	9606.ENSP00000231009	0	0	0	0	0.502	0	0	0	0.502
PRF1	FGFBP2	9606.ENSP00000398568	9606.ENSP00000259989	0	0	0	0	0.478	0	0	0	0.478
PRF1	S1PR5	9606.ENSP00000398568	9606.ENSP00000328472	0	0	0	0	0.433	0	0	0	0.433
PRF1	KLRD1	9606.ENSP00000398568	9606.ENSP00000338130	0	0	0	0	0.792	0	0	0	0.792
PRF1	CD3E	9606.ENSP00000398568	9606.ENSP00000354566	0	0	0	0	0.483	0	0	0	0.483
PRF1	CD2	9606.ENSP00000398568	9606.ENSP00000358490	0	0	0	0	0.557	0	0	0	0.557
PRF1	CD8A	9606.ENSP00000398568	9606.ENSP00000386559	0	0	0	0	0.780	0	0	0	0.780
PRF1	SAMD3	9606.ENSP00000398568	9606.ENSP00000402092	0	0	0	0	0.432	0	0	0	0.432
PRF1	CD3G	9606.ENSP00000398568	9606.ENSP00000431445	0	0	0	0	0.495	0	0	0	0.495
PRF1	KLRF1	9606.ENSP00000398568	9606.ENSP00000483713	0	0	0	0	0.482	0	0	0	0.482
PRF1	GNLY	9606.ENSP00000398568	9606.ENSP00000436423	0	0	0	0	0.869	0	0	0	0.869
PTPRC	IL10RA	9606.ENSP00000411355	9606.ENSP00000227752	0	0	0	0	0.434	0	0	0	0.434
PTPRC	PLEK	9606.ENSP00000411355	9606.ENSP00000234313	0	0	0	0	0.446	0	0	0	0.446
PTPRC	MYO1G	9606.ENSP00000411355	9606.ENSP00000258787	0	0	0	0	0.441	0	0	0	0.441
PTPRC	CD2	9606.ENSP00000411355	9606.ENSP00000358490	0	0	0	0	0.406	0	0	0	0.406
PTPRC	CD52	9606.ENSP00000411355	9606.ENSP00000363330	0	0	0	0	0.490	0	0	0	0.490
PTPRC	ITGB2	9606.ENSP00000411355	9606.ENSP00000380948	0	0	0	0	0.530	0	0	0	0.530
PTPRC	ARHGAP25	9606.ENSP00000411355	9606.ENSP00000386911	0	0	0	0	0.487	0	0	0	0.487
PTPRC	BIN2	9606.ENSP00000411355	9606.ENSP00000498807	0	0	0	0	0.426	0	0	0	0.426
PTPRC	MYO1F	9606.ENSP00000411355	9606.ENSP00000494550	0	0	0	0	0.521	0	0	0	0.521
PTPRC	SELL	9606.ENSP00000411355	9606.ENSP00000498227	0	0	0	0	0.456	0	0	0	0.456
RACK1	EIF3E	9606.ENSP00000426909	9606.ENSP00000220849	0	0	0	0	0.709	0	0	0	0.709
RACK1	NOP53	9606.ENSP00000426909	9606.ENSP00000246802	0	0	0	0	0.464	0	0	0	0.464
RACK1	NPM1	9606.ENSP00000426909	9606.ENSP00000296930	0	0	0	0	0.573	0	0	0	0.573
RACK1	EEF2	9606.ENSP00000426909	9606.ENSP00000307940	0	0	0	0	0.960	0	0	0	0.960
RACK1	EEF1B2	9606.ENSP00000426909	9606.ENSP00000376055	0	0	0	0	0.985	0	0	0	0.985
RACK1	RPS8	9606.ENSP00000426909	9606.ENSP00000379888	0	0	0	0	0.991	0	0	0	0.991
RACK1	EIF3L	9606.ENSP00000426909	9606.ENSP00000499067	0	0	0	0	0.542	0	0	0	0.542
RACK1	RPS5	9606.ENSP00000426909	9606.ENSP00000472985	0	0	0	0	0.991	0	0	0	0.991
RPS5	APEX1	9606.ENSP00000472985	9606.ENSP00000216714	0	0	0	0	0.443	0	0	0	0.443
RPS5	EIF3E	9606.ENSP00000472985	9606.ENSP00000220849	0	0	0	0	0.516	0	0	0	0.516
RPS5	NOP53	9606.ENSP00000472985	9606.ENSP00000246802	0	0	0	0	0.556	0	0	0	0.556
RPS5	EEF2	9606.ENSP00000472985	9606.ENSP00000307940	0	0	0	0	0.775	0	0	0	0.775
RPS5	EEF1B2	9606.ENSP00000472985	9606.ENSP00000376055	0	0	0	0	0.966	0	0	0	0.966
RPS5	RPS8	9606.ENSP00000472985	9606.ENSP00000379888	0	0	0	0	0.991	0	0	0	0.991
RPS5	RACK1	9606.ENSP00000472985	9606.ENSP00000426909	0	0	0	0	0.991	0	0	0	0.991
RPS5	EIF3L	9606.ENSP00000472985	9606.ENSP00000499067	0	0	0	0	0.523	0	0	0	0.523
RPS8	EIF3E	9606.ENSP00000379888	9606.ENSP00000220849	0	0	0	0	0.531	0	0	0	0.531
RPS8	EEF2	9606.ENSP00000379888	9606.ENSP00000307940	0	0	0	0	0.901	0	0	0	0.901
RPS8	EEF1B2	9606.ENSP00000379888	9606.ENSP00000376055	0	0	0	0	0.985	0	0	0	0.985
RPS8	EIF3L	9606.ENSP00000379888	9606.ENSP00000499067	0	0	0	0	0.404	0	0	0	0.404
RPS8	RPS5	9606.ENSP00000379888	9606.ENSP00000472985	0	0	0	0	0.991	0	0	0	0.991
RPS8	RACK1	9606.ENSP00000379888	9606.ENSP00000426909	0	0	0	0	0.991	0	0	0	0.991
RSL1D1	NOP53	9606.ENSP00000460871	9606.ENSP00000246802	0	0	0	0	0.646	0	0	0	0.646
RSL1D1	NPM1	9606.ENSP00000460871	9606.ENSP00000296930	0	0	0	0	0.412	0	0	0	0.412
RSL1D1	WDR43	9606.ENSP00000460871	9606.ENSP00000384302	0	0	0	0	0.855	0	0	0	0.855
S1PR5	GZMH	9606.ENSP00000328472	9606.ENSP00000216338	0	0	0	0	0.428	0	0	0	0.428
S1PR5	FGFBP2	9606.ENSP00000328472	9606.ENSP00000259989	0	0	0	0	0.526	0	0	0	0.526
S1PR5	PRF1	9606.ENSP00000328472	9606.ENSP00000398568	0	0	0	0	0.433	0	0	0	0.433
S1PR5	KLRD1	9606.ENSP00000328472	9606.ENSP00000338130	0	0	0	0	0.442	0	0	0	0.442
SAMD3	IL2RB	9606.ENSP00000402092	9606.ENSP00000216223	0	0	0	0	0.416	0	0	0	0.416
SAMD3	GZMH	9606.ENSP00000402092	9606.ENSP00000216338	0	0	0	0	0.464	0	0	0	0.463
SAMD3	GZMK	9606.ENSP00000402092	9606.ENSP00000231009	0	0	0	0	0.478	0	0	0	0.478
SAMD3	KLRD1	9606.ENSP00000402092	9606.ENSP00000338130	0	0	0	0	0.632	0	0	0	0.632
SAMD3	CD8A	9606.ENSP00000402092	9606.ENSP00000386559	0	0	0	0	0.426	0	0	0	0.426
SAMD3	PRF1	9606.ENSP00000402092	9606.ENSP00000398568	0	0	0	0	0.432	0	0	0	0.432
SELL	PTPRC	9606.ENSP00000498227	9606.ENSP00000411355	0	0	0	0	0.456	0	0	0	0.456
SELPLG	ITGB2	9606.ENSP00000228463	9606.ENSP00000380948	0	0	0	0	0.404	0	0	0	0.404
STK10	IL17RA	9606.ENSP00000176763	9606.ENSP00000320936	0	0	0	0	0.420	0	0	0	0.420
TBX21	NKG7	9606.ENSP00000177694	9606.ENSP00000221978	0	0	0	0	0.425	0	0	0	0.425
TBX21	GZMH	9606.ENSP00000177694	9606.ENSP00000216338	0	0	0	0	0.505	0	0	0	0.505
TBX21	GNLY	9606.ENSP00000177694	9606.ENSP00000436423	0	0	0	0	0.448	0	0	0	0.448
TBX21	KLRD1	9606.ENSP00000177694	9606.ENSP00000338130	0	0	0	0	0.484	0	0	0	0.484
TBX21	IL2RB	9606.ENSP00000177694	9606.ENSP00000216223	0	0	0	0	0.480	0	0	0	0.480
TBX21	PRF1	9606.ENSP00000177694	9606.ENSP00000398568	0	0	0	0	0.548	0	0	0	0.548
TBX21	GZMB	9606.ENSP00000177694	9606.ENSP00000216341	0	0	0	0	0.485	0	0	0	0.485
TBX21	IFNG	9606.ENSP00000177694	9606.ENSP00000229135	0	0	0	0	0.410	0	0	0	0.410
TIGIT	IL2RB	9606.ENSP00000419085	9606.ENSP00000216223	0	0	0	0	0.426	0	0	0	0.426
TIGIT	GZMK	9606.ENSP00000419085	9606.ENSP00000231009	0	0	0	0	0.409	0	0	0	0.409
TIGIT	FCRL3	9606.ENSP00000419085	9606.ENSP00000357169	0	0	0	0	0.447	0	0	0	0.447
TOMM7	EEF1B2	9606.ENSP00000351214	9606.ENSP00000376055	0	0	0	0	0.511	0	0	0	0.511
VCL	FLNA	9606.ENSP00000211998	9606.ENSP00000358866	0	0	0	0	0.474	0	0	0	0.474
VCL	ACTN1	9606.ENSP00000211998	9606.ENSP00000377941	0	0	0	0	0.447	0	0	0	0.447
WDR43	NOP53	9606.ENSP00000384302	9606.ENSP00000246802	0	0	0	0	0.634	0	0	0	0.634
WDR43	RSL1D1	9606.ENSP00000384302	9606.ENSP00000460871	0	0	0	0	0.855	0	0	0	0.855
ZNF683	GZMH	9606.ENSP00000388792	9606.ENSP00000216338	0	0	0	0	0.766	0	0	0	0.766
ZNF683	CD8A	9606.ENSP00000388792	9606.ENSP00000386559	0	0	0	0	0.435	0	0	0	0.435
